asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category,text
B00006L9LC,,5,Love this shampoo. Just wish Axe still made it.,"03 9, 2017",A20Y9PNINSXAE2,Doug,{'Size:': ' 43'},Great shampoo,1489017600,TRUE,,All_Beauty,love shampoo wish axe still make
B001LNODUS,,4,"Who doesn't love the fragrance of lavender?  This is a large cellophane bag of the dried blooms, which look a bit like brown rice.  The fragrance is strong, even before opening the bag.  Little bowls of this placed around the house provide a lovely fresh atmosphere without being overpowering.  The 5.3 ounces is about two cups.

If you're looking for dried flower blooms for scented decorations, this isn't your product.  It's not pretty, but it does smell wonderful.  I'm waiting for someone to ask why I have a dish of rice on my coffee table!","09 1, 2017",A1M1Y5UGONAW06,Jody,{'Color:': ' Lavender Blossoms'},Heavenly fragrance,1504224000,FALSE,,All_Beauty,love fragrance lavender large cellophane bag dried bloom look bit like brown rice fragrance strong even open bag little bowl place around house provide lovely fresh atmosphere without overpower ounce two look dry flower bloom scented decoration product pretty smell wonderful wait someone ask dish rice coffee table
B00006L9LC,,5,This cape was durable and very inexpensive.  I cut my husband's hair and this is just what I needed.  The velcro at the neck insures a proper fit.,"05 20, 2014",A2KQ0AAX4DKI1Q,Timothy E Murray,{'Size:': ' 174'},Great cape,1400544000,TRUE,3,All_Beauty,cape durable inexpensive cut husband hair need velcro neck insure proper fit
B0009RF9DW,,5,"I decided to purchase this for my husband as part of a gift because I love the ""Invigorating Tibetan"" version of this and it's every bit as gorgeous as the Tibetan shower gel but much milder and more on a light floral note whereas the Tibetan is more of a strong cologne scent. Very nice for baths before bedtime.","08 29, 2013",ASR0RRMK6CCUT,Irie,{'Size:': ' 8'},iColoni Strenghtening Thailandese Shower Cream with Hibiscus 500ml,1377734400,TRUE,,All_Beauty,decide purchase husband part gift love invigorating tibetan version every bit gorgeous tibetan shower gel much mild light floral note whereas tibetan strong cologne scent nice bath bedtime
B00006L9LC,,5,I appreciate craftsmanship and Northern Fir provided that with this comb. Great relic for any man who appreciates the finer things in life. I use it for my hair and have no issues what-so-ever. Thanks!,"12 14, 2016",A2IRWVZEOPD2BG,David,{'Size:': ' 49'},Excellent craftsmanship,1481673600,TRUE,,All_Beauty,appreciate craftsmanship northern fir provide comb great relic man appreciate finer thing life use hair issue thanks
B00006L9LC,,5,It is beautiful,"04 25, 2015",A397WXW8JOK3RT,Miriam DeLaRoi,{'Size:': ' 505'},Five Stars,1429920000,TRUE,,All_Beauty,beautiful
B00006L9LC,,5,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You","01 13, 2017",A289XUH39KKR89,E E.,{'Size:': ' 18'},Great price! Product received exactly as described,1484265600,TRUE,,All_Beauty,great price product receive exactly describe perfect condition time thank
B00006L9LC,,5,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.,"09 13, 2016",A27I10FZD5Y0OA,Jacqueline Anderson,{'Size:': ' 6'},Excellent product!,1473724800,TRUE,,All_Beauty,far best shampoo conditioner use someone thick dry hair give back shine texture crave
B0009RF9DW,,5,THIS IS MY FAVORITE SHOWER GEL.,"05 30, 2016",AHQFZFZVRD2WU,Dottie Huntley,{'Size:': ' 122'},Five Stars,1464566400,TRUE,,All_Beauty,favorite shower gel
B0009RF9DW,,5,Great price and as described! Fast shipping too! Would definitely purchase from this seller again!,"08 21, 2015",AVZFCI6JTP4PU,ItalianTraci,{'Size:': ' 203'},Five Stars,1440115200,TRUE,,All_Beauty,great price described fast shipping would definitely purchase seller
B00EYZY6LQ,,5,"This Fekkai conditioning mousse impressed.

It is very lightly scented just as promiseda bit of fruit botanicals and mint.  Fragrance is not noticeable after hair is dried and styled.

 I used it with varying shampoos, one of which was a Fekkai and it worked well with all of them.

I used it with additional styling products and without (just the conditioning mousse).

I used it with a large Spornette brush and a smaller Conair brush.

It worked well no matter the alternatives I used.

My hair feels full and looks full and lightweight.  It holds that fullness without any heaviness throughout the day.

My hair felt conditioned.

Upon arising the next morning, I was pleasantly surprised to see that my hair still looked full and light with just a tiny bit of finger fluffing.

It is an additional boost to have the conditioner and mousse in one application and worth its cost.

Note that during applicationshake the can well, then and use a light pressure on the nozzle.  A dollop seems to grow in size as you finger it through your washed hair.  Adjust to your own hair thickness and desired performance.","08 11, 2014",A914TQVHI872U,An Educated Consumer,,Very special...definitely and positively a winner here...,1407715200,FALSE,,All_Beauty,fekkai conditioning mousse lightly scent promiseda bit fruit botanical mint fragrance noticeable hair dry style use vary shampoo one fekkai work well use additional styling product without conditioning mousse use large spornette brush small conair work well matter alternative hair feel full look full lightweight hold fullness without heaviness throughout hair felt arise next morning pleasantly surprise see hair still look full light tiny bit finger additional boost conditioner mousse one application worth applicationshake well use light pressure nozzle dollop seem grow size finger washed hair adjust hair thickness desired performance
B0009RF9DW,,5,"I just LOVE this body wash.  The smell is so fresh and clean, just what I was always searching for.  Too many other brands are just too floral or ""sweet"" for my taste, almost as though it's doubling as a perfume after the shower, but not this one.  It's so light and just...perfect.  I'm noticing a lot of reviews mentioning the reviewer's significant other loving the smell and I'm thinking maybe it's a guy thing to love a simple clean smell on a woman (not bathed in perfume) because my husband loves the faint smell of this body wash after I take a shower.  Last thing I'll mention is how I love that this body wash does not dry out my skin.  I have very dry skin, and usually the combination of a hot shower and body wash leaves my skin red and itchy.  After using this, I can either forgo the lotion after my shower or just use a light moisturizer.  Favorite body wash, hands down.","07 11, 2012",A1GO71H0UB95WN,Breanne,{'Size:': ' 24 oz.'},"Light, fresh smell that does not dry you out",1341964800,FALSE,,All_Beauty,love body wash smell fresh clean always search many brand floral sweet taste almost though double perfume shower one light perfect notice lot review mention reviewer significant love smell think maybe guy thing love simple clean smell woman bath perfume husband love faint smell body wash take shower last thing mention love body wash dry skin dry skin usually combination hot shower body wash leave skin red itchy use either forgo lotion shower use light moisturizer favorite body wash hand
B0009RF9DW,,5,LOVE IT!  The smell is intoxicating - reminds me of my fun time spent in Sicily every time I use it!  Think it would be great for men or women.  The bar soap is also yummy.  Would love some shampoo or perfume if they made it...,"08 9, 2015",A3C5QWL1FYGL8L,Q,{'Size:': ' 8'},A+,1439078400,TRUE,,All_Beauty,love smell intoxicate remind fun time spend sicily every time use think would great men woman bar soap also yummy would love shampoo perfume make
B000URXP6E,,5,Happy with the product!,"04 13, 2018",AX19QD7S32O5W,Richard Day,{'Size:': ' Multiset'},Five Stars,1523577600,TRUE,,All_Beauty,happy product
B00006L9LC,,5,Every year we vacation on a lake and the kids love to wash their hair in the lake.  This shampoo and conditioner is perfect!!,"08 24, 2015",A3IRJA2MBOJ411,Anne F. Batty,{'Size:': ' 13 Fl. Oz'},Perfect!!,1440374400,TRUE,,All_Beauty,every year vacation lake kid love wash hair lake shampoo conditioner perfect
B0009RF9DW,,5,The BEST lavender projects are from Perelier. Love all of their products,"10 13, 2015",A1AFK6DIZFYQ2V,jane,{'Size:': ' 97'},Five Stars,1444694400,TRUE,,All_Beauty,best lavender project perelier love product
B00006L9LC,,1,"This really dries out my hair and makes it feel even thinner than it already is. The smell is nice, but consistency is pretty much water. I honestly think most of the reviews are false ","04 6, 2018",A1J7I5095JBHH,Nicolette,{'Size:': ' Small'},"The smell is nice, but consistency is pretty much water",1522972800,TRUE,2,All_Beauty,really dry hair make feel even thin already smell nice consistency pretty much water honestly think review false
B00006L9LC,,5,Love the this 2-1 shampoo and conditioner.  Does wonders for my hair and enjoy using it.,"07 12, 2016",A3KL6I6EWV0MF6,Jenephil C.,{'Size:': ' 25.4 Fluid Ounce'},Five Stars,1468281600,TRUE,,All_Beauty,love shampoo conditioner wonder hair enjoy use
B00EYZY6LQ,,5,"I am in love with this conditioner. The foaming aerosol device is fun and easy to use. I have to use conditioner daily since I have very silky, straight hair that tangles really bad. My biggest issues with conditioner is that I use WAY too much. I don't really mean to, it just comes flying out of the bottle into my hand. I waste a lot of it. That doesn't happen with this aerosol foam formula. I press down on the top and the perfect amount comes foaming out. Awesome. This conditioner also washes out of my hair quickly. It doesn't feel heavy and thick like some other conditioners.

The conditioner itself smells amazing. It leaves a nice citrus aroma in your hair. Unfortunately, the scent does not last all day. After about an hour or so, I can no longer smell it. It does leave my hair feeling amazing. I didn't notice a huge volume improvement, but my hair is pretty thick to begin with. It did help with my frizz and my tangles. After using this conditioner, the brush runs through my hair very easily.

Overall, this conditioner is not perfect, but I love it. I would definitely buy more of this conditioner.","08 14, 2014",A39WWMBA0299ZF,C. Hamilton,,Great foaming conditioner,1407974400,FALSE,,All_Beauty,love conditioner foam aerosol device fun easy use use conditioner daily since silky straight hair tangle really bad big issue conditioner use way much really mean come fly bottle hand waste lot happen aerosol foam formula press top perfect amount come foam awesome conditioner also wash hair quickly feel heavy thick like conditioner smell amazing leave nice citrus aroma hair unfortunately scent last day hour longer smell leave hair feel amazing notice huge volume improvement hair pretty thick begin help frizz tangle use conditioner brush run hair conditioner perfect love would definitely buy conditioner
