asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B00C9O4EQ6,,2,"I recently tried and liked&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Juice-Beauty-Blemish-Clearing-Mask-2-fl-oz/dp/B005I4119W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Juice Beauty Blemish Clearing Mask, 2 fl. oz.</a>&nbsp;so I was very curious to try this product.  First, it is worth noting that this is sunscreen, not just lotion that happens to have SPF in it.  I say this because the name initially threw me off since it is called moisturizer and not sunscreen.  But from reading the packing and applying it is definitely sunscreen.  I say this because I regularly buy both and while lotion with SPF is my go-to on a day to day basis it's usually not waterproof enough or applied in a large enough quantity to provide adequate protection if you're wearing a bathing suit.

First, I'll start with what I like about the product.  I like that it is waterproof for 80 minutes.  I also like that it is natural.

That said, I'm not sure this product is meant for my needs.  First, it has a very pungent smell.  Admittedly, I tend to be sensitive to smells so if you are not, you may find yourself less bothered by the scent.  But I had my boyfriend, who is less sensitive to smells than I am, try it and he too found the smell strong and unpleasant.  It reminded me a lot of household cleaner, which I wasn't expecting since the other Juice Beauty product I've used has no scent at all.  It also seems to sting my sensitive skin a bit.  I wasn't expecting that because again, I've really liked the other Juice Beauty product I tried.

It's also quite thick.  I got this with the intention of using it on my face, but it feels too heavy.  It also gives no indication of whether it is appropriate for acne prone skin so I'm a bit nervous it could clog my pores.  Because of that, it seems more appropriate for my body, though functionally I have an easier time applying sunscreen with a spray.

Based on my experience, this just isn't the sunscreen for me.  While it's not natural, I've been much happier with&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Neutrogena-Clear-Face-Break-Out-Free-Liquid-Lotion-Sunscreen-SPF-55-3-oz-Pack-of-2/dp/B00BZABKPS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Neutrogena Clear Face Break Out Free Liquid Lotion Sunscreen SPF 55 - 3 oz (Pack of 2)</a>.","11 13, 2014",AHN86VFJIJ2JP,Chicago Book Addict,,"Don't care for the smell, texture, or feel on my skin",1415836800,False,3.0,Luxury_Beauty
B000Z5Y3I0,,5,"This product looks beautiful by itself or blended with other colors.  I use it on both my lips and my cheeks.  When blended onto the cheek bone, it provides a lovely, dewy glow.  Very nice product.","04 27, 2014",A1BH4B2GYUPAVF,Avril Lucie,,Very Pretty...,1398556800,True,,Luxury_Beauty
B00FBH2PAA,,5,"This Burberry Touch perfume comes with a very elegant packaging, but I don't like the bottle design so much.

The fragrance smells very much like the traditional Chinese fragrance ( Flower Dew Water), which became popular in China since about 700 A.D. However, this Eau de Perfume is a little milder, maybe due to less alcohol content, making it smell more like a classier designer perfume.  The scent also lasts all day but is not overpowering.

I recommend it!","10 20, 2015",A2DXENZNO2JT4F,Mat633,{'Size:': ' 1.7 fl.oz'},Classy Traditional,1445299200,False,2.0,Luxury_Beauty
B00U6ZCCUU,,5,"Josie by Josie Natori body lotion....I've never heard of or tried this scent before but it has my attention now! Smells lovely, goes on smoothly and is long lasting (scent). Has a slightly musky/fruity scent. I use Vaseline intensive care lotion first and then this on top because it doesn't moisturize well but it smells GREAT!! I might want to order the perfume to March this scent!!","05 10, 2015",A210SPRGOOG2D0,Michelle,,Josie by Josie Natori body lotion,1431216000,False,,Luxury_Beauty
B00IMJF09M,,5,"Yes, this product is heavily-scented.  But it is like my favorite scent of all time (benzaldehyde, which is the component you will find in many almond and cherry scents and flavors).  So I am happy to slather it all over my body.  For what it's worth, the scent doesn't last a super long time.

More to the point, this is an effective product.  As a light oil, I have found it to work well in place of a body serum.  I apply it to towel-dried arms and legs and my skin is so soft and smooth after using this for awhile.  (I often do follow up with other products designed for specific purposes -- tightening, moisturizing, KP treatment, etc.  It is compatible with everything I've put over it so far.)  It absorbs into the skin without actually leaving the skin oily.  I don't think my body skin is particularly dry or particularly oily, compared to my face, but this is nicely hydrating either way.

To me, this is a lighter type of oil (especially since it can be sprayed rather than coming in a dropper or pump).  I am of two minds on the spray nozzle.  On the one hand, you can control the amount dispensed quite well with the pump, and I appreciate not getting too much (which would lead to product waste).  On the other hand, the pump is kind of hard to depress, so I usually just dispense this into my hands and apply it (as opposed to spraying directly on the body).  It spreads reasonably well (and does a little better as it warms up to body temperature).

Here is the ingredients list (it is in one of the product images but that is kind of hard to read):

Sweet Almond Oil, Caprylic/Capric Triglyceride, Oleyl Alcohol, Fragrance, Camelina Sativa Seed Oil, Sunflower Seed Oil, Tocopherol, Dioleyl Tocopheryl Methylsilanol, Limonene, Coumarin, Linalool, Citral.

Also, this will contain some residual almond proteins so you may want to avoid if you have a tree nut allergy.  But otherwise, if you like cherry/almond scents and flavors and are looking for a light, hydrating product to use after a shower, this is definitely worth checking out.","05 19, 2016",A2GJX2KCUSR0EI,Sneaky Burrito,,"love, love, love the scent (and it's nicely hydrating)",1463616000,True,18.0,Luxury_Beauty
B00535OW6A,,4,"This brush head is perfect for acne prone skin as the brittles are very dense so it prevents any irritation from occurring on acne prone skin.

My previous sensitive skin brush seemed to dig into the skin too much, so I prefer this brush head.","05 21, 2013",A3DKP8M0GSP8UK,SAM,{'Size:': ' Single Pack'},Great brush head,1369094400,True,,Luxury_Beauty
B000BUE79E,,4,I like it.  This is my first time trying mineral make-up. This is a pretty light and soft color when you apply it.  Don't freak when you get in the mail.  It looks a lot darker than in the picture. You can adjust the color to as light or as dark as you want.  It comes in a really neat case that can be connected to other products in this line to create your own make-up kit.  The price is rather high but probably comparable to those brands you will find at a makeup counter in a Department Store.,"04 25, 2014",A13NJZ1M018A7C,Kris,{'Color:': ' Blossom'},Beautiful and Fresh,1398384000,False,,Luxury_Beauty
B000V3MHA2,,5,"This stuff smells so good; it's a pleasure to use. On top of that it really works. After a couple of wipes, my cotton square came out clean. My face felt clean but didn't feel tight or pulled.

The one thing is the bottle is made of hard plastic so it's no very squeezable, but that by no means is a deal breaker. The product itself is wonderful.","05 6, 2017",A1WF3V89I4E8BR,PATOLA,{'Size:': ' 3.38 Fl. Oz. (Travel Size)'},Does Not Dry Out My Skin,1494028800,False,,Luxury_Beauty
B00KWHEGJ2,,3,"<div id=""video-block-R3NYPQ6VTMESVF"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B19%2BEFMLwBS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/61sQzfMWCxS.png"" class=""video-slate-img-url"">&nbsp;As you can see in the video, the em michelle phan The Great Cover Up Ultimate Concealer worked great for covering up my dark circles under my eye compared to the side, but looked caked on where I used it for covering up blemishes and dark spots.

I have mocha colored skin and rule of thumb is that you are suppose to choose at least one or two shades lighter when purchasing a concealer.  This way you can neutralize dark areas without having unwanted attention because it is way too light.  I am using the Medium Neutral Cool.

Concealers are for spot correctors and not to be used as an all over foundation substitute.  It should always be worn underneath foundation and powers. You can apply it with your finger or use a small brush.

The em michelle brand feels very velvety smooth and dries up to a satin powdery finish.  However, I found that it only looked smooth under my eyes, while areas where there are wrinkles and fine lines it looked caked on and very noticeable.  My dark circles did appear quick a bit lighter and my skin even looked smoother under my eyes.  However areas that I did spot covering for blemishes and acne dark spots did not look as smooth.  It looked obvious I used makeup to hide blemishes on my face.

This makes a great under eye dark circle corrector, but if you are looking for a concealer to treat all problems areas I do not recommend this product.","08 22, 2014",A3AYSYSLHU26U9,Amazon_Consumer,{'Color:': ' Medium Neutral Cool'},Works great as an under eye coverup but that's about it,1408665600,False,,Luxury_Beauty
B000W16JAC,,5,Good way to try all of the products before spending money. Great size that lasts a long time  good way to try products,"03 6, 2014",A1RNPRQWJNU7G6,caprice t.,,Fantastic,1394064000,True,,Luxury_Beauty
B01F8B7H24,,5,I was in desperate need of this product and didn't even know it until I received it and used it. The glaze goes on easily and rinses off easily as well (b/c a mom I am always looking for quick ways to up my style or hair game while not taking hours at a salon). This baby does the trick. It added shine and helps reduce frizz as well.  Highly recommend.,"04 7, 2017",A2XM8DATMUZHE6,T fisherwomen,,Highly recommend.,1491523200,False,,Luxury_Beauty
B00BBIAVDG,,5,"Wow - I really like this hand cream.  I haven't used it long enough to benefit from its age-defying properties, but just as a hand cream, it is the best I've used in a long time!  At age 79, I can't expect my hands to morph into 29 year old ones, but I can enjoy the light, clean scent, and feel how soft my hands are - not oily, greasy or sticky.  This cream must really soak in, as I can use it, do a little hand-rubbing, and pick up my IPad minutes later, ready to play Words with Friends without leaving icky residue on my keyboard!  I was inspired to go to Juice Beauty's website, and - another wow - they have lots of products that would answer my needs!  Why haven't I heard about Juice Beauty before?  I'm a fan!","10 31, 2014",A3GUK4RWXKHS9I,Barbara McArthur,,I'm a new fan...absolutely great hand cream!,1414713600,False,,Luxury_Beauty
